Entity,Year,Annual CO₂ emissions from coal
North America,1895,468188130
North America,1896,467084860
North America,1897,487117980
North America,1898,534269570
North America,1899,615553860
North America,1900,651309500
North America,1901,710351550
North America,1902,746972160
North America,1903,874435200
North America,1904,858246400
North America,1905,956124500
North America,1906,1009317600
North America,1907,1170396800
North America,1908,1014056200
North America,1909,1119926300
North America,1910,1219627100
North America,1911,1210271100
North America,1912,1296969900
North America,1913,1387312500
North America,1914,1243501400
North America,1915,1276965800
North America,1916,1423131800
North America,1917,1567789400
North America,1918,1642245600
North America,1919,1336809700
North America,1920,1552087300
North America,1921,1222307800
North America,1922,1180501000
North America,1923,1602437900
North America,1924,1389445400
North America,1925,1414472000
North America,1926,1559655400
North America,1927,1464211000
North America,1928,1415736300
North America,1929,1491757700
North America,1930,1321811200
North America,1931,1085627600
North America,1932,894220500
North America,1933,949200700
North America,1934,1031561500
North America,1935,1048521100
North America,1936,1216309900
North America,1937,1222741200
North America,1938,976435700
North America,1939,1101714200
North America,1940,1256013000
North America,1941,1390755600
North America,1942,1566346800
North America,1943,1584154400
North America,1944,1657962000
North America,1945,1524160500
North America,1946,1406666600
North America,1947,1560018400
North America,1948,1553558000
North America,1949,1166582900
North America,1950,1356280600
North America,1951,1311077500
North America,1952,1166982800
North America,1953,1152010000
North America,1954,996425340
North America,1955,1101374800
North America,1956,1149857200
North America,1957,1092358500
North America,1958,948778940
North America,1959,967939400
North America,1960,971366700
North America,1961,937194560
North America,1962,971833900
North America,1963,1038051260
North America,1964,1105695500
North America,1965,1149213300
North America,1966,1190048800
North America,1967,1225788300
North America,1968,1206266900
North America,1969,1223619700
North America,1970,1233936400
North America,1971,1170946800
North America,1972,1195339100
North America,1973,1281979600
North America,1974,1259177200
North America,1975,1267760000
North America,1976,1352180100
North America,1977,1393599500
North America,1978,1399823400
North America,1979,1521084700
North America,1980,1545988700
North America,1981,1595618800
North America,1982,1548464800
North America,1983,1609484300
North America,1984,1730159700
North America,1985,1768243100
North America,1986,1741169800
North America,1987,1821275500
North America,1988,1911034400
North America,1989,1933714000
North America,1990,1930289800
North America,1991,1917432700
North America,1992,1939731500
North America,1993,1997441800
North America,1994,2017932300
North America,1995,2040739000
North America,1996,2125878800
North America,1997,2178154500
North America,1998,2209458200
North America,1999,2210137900
North America,2000,2320830200
North America,2001,2258769400
North America,2002,2265065200
North America,2003,2314402000
North America,2004,2321900500
North America,2005,2354875100
North America,2006,2320772900
North America,2007,2343233500
North America,2008,2293189600
North America,2009,2009902800
North America,2010,2133468500
North America,2011,2021183600
North America,2012,1794222300
North America,2013,1856240900
North America,2014,1844131200
North America,2015,1605456800
North America,2016,1478409700
North America,2017,1438389600
North America,2018,1374002200
North America,2019,1186186500
North America,2020,973398000
North America,2021,1093257100
North America,2022,1028381250
North America,2023,865042000
North America (excl. USA),1785,3664
North America (excl. USA),1786,3664
North America (excl. USA),1787,3664
North America (excl. USA),1788,3664
North America (excl. USA),1789,3664
North America (excl. USA),1790,3664
North America (excl. USA),1791,3664
North America (excl. USA),1792,3664
North America (excl. USA),1793,3664
North America (excl. USA),1794,3664
North America (excl. USA),1795,3664
North America (excl. USA),1796,3664
North America (excl. USA),1797,3664
North America (excl. USA),1798,3664
North America (excl. USA),1799,3664
North America (excl. USA),1800,3664
North America (excl. USA),1801,3664
North America (excl. USA),1802,3664
North America (excl. USA),1803,3664
North America (excl. USA),1804,3664
North America (excl. USA),1805,3664
North America (excl. USA),1806,3664
North America (excl. USA),1807,3664
North America (excl. USA),1808,3664
North America (excl. USA),1809,3664
North America (excl. USA),1810,3664
North America (excl. USA),1811,3664
North America (excl. USA),1812,3664
North America (excl. USA),1813,3664
North America (excl. USA),1814,3664
North America (excl. USA),1815,3664
North America (excl. USA),1816,3664
North America (excl. USA),1817,3664
North America (excl. USA),1818,3664
North America (excl. USA),1819,3664
North America (excl. USA),1820,3664
North America (excl. USA),1821,3664
North America (excl. USA),1822,3664
North America (excl. USA),1823,3664
North America (excl. USA),1824,3664
North America (excl. USA),1825,3664
North America (excl. USA),1826,3664
North America (excl. USA),1827,3664
North America (excl. USA),1828,3664
North America (excl. USA),1829,3664
North America (excl. USA),1830,3664
North America (excl. USA),1831,3664
North America (excl. USA),1832,3664
North America (excl. USA),1833,3664
North America (excl. USA),1834,3664
North America (excl. USA),1835,3664
North America (excl. USA),1836,3664
North America (excl. USA),1837,3664
North America (excl. USA),1838,3664
North America (excl. USA),1839,3664
North America (excl. USA),1840,3664
North America (excl. USA),1841,3664
North America (excl. USA),1842,3664
North America (excl. USA),1843,3664
North America (excl. USA),1844,3664
North America (excl. USA),1845,3664
North America (excl. USA),1846,25648
North America (excl. USA),1847,32976
North America (excl. USA),1848,40304
North America (excl. USA),1849,47632
North America (excl. USA),1850,58624
North America (excl. USA),1851,69616
North America (excl. USA),1852,84272
North America (excl. USA),1853,102592
North America (excl. USA),1854,124576
North America (excl. USA),1855,150224
North America (excl. USA),1856,572025
North America (excl. USA),1857,584232
North America (excl. USA),1858,617702
North America (excl. USA),1859,640559
North America (excl. USA),1860,683931
North America (excl. USA),1861,911867
North America (excl. USA),1862,1178293
North America (excl. USA),1863,1062605
North America (excl. USA),1864,1423496
North America (excl. USA),1865,1580100
North America (excl. USA),1866,1799597
North America (excl. USA),1867,2166496
North America (excl. USA),1868,1472590
North America (excl. USA),1869,1285912
North America (excl. USA),1870,1771061
North America (excl. USA),1871,2294150
North America (excl. USA),1872,2369437
North America (excl. USA),1873,2135398
North America (excl. USA),1874,2244267
North America (excl. USA),1875,2478408
North America (excl. USA),1876,2329244
North America (excl. USA),1877,2535517
North America (excl. USA),1878,2563154
North America (excl. USA),1879,2732651
North America (excl. USA),1880,5775360
North America (excl. USA),1881,6147350
North America (excl. USA),1882,7199565
North America (excl. USA),1883,8028559
North America (excl. USA),1884,9166966
North America (excl. USA),1885,8826612
North America (excl. USA),1886,9235942
North America (excl. USA),1887,10759076
North America (excl. USA),1888,13988769
North America (excl. USA),1889,12126557
North America (excl. USA),1890,13375215
North America (excl. USA),1891,15721071
North America (excl. USA),1892,16286043
North America (excl. USA),1893,16972180
North America (excl. USA),1894,16523423
North America (excl. USA),1895,15815810
North America (excl. USA),1896,16888924
North America (excl. USA),1897,17653134
North America (excl. USA),1898,18916960
North America (excl. USA),1899,23103376
North America (excl. USA),1900,24765500
North America (excl. USA),1901,28810906
North America (excl. USA),1902,31041192
North America (excl. USA),1903,34393620
North America (excl. USA),1904,39975990
North America (excl. USA),1905,42645296
North America (excl. USA),1906,45267960
North America (excl. USA),1907,55148270
North America (excl. USA),1908,54293388
North America (excl. USA),1909,53317560
North America (excl. USA),1910,59230932
North America (excl. USA),1911,67143470
North America (excl. USA),1912,72574640
North America (excl. USA),1913,82734216
North America (excl. USA),1914,71365760
North America (excl. USA),1915,63368356
North America (excl. USA),1916,77689030
North America (excl. USA),1917,86144820
North America (excl. USA),1918,91109540
North America (excl. USA),1919,75558350
North America (excl. USA),1920,86553240
North America (excl. USA),1921,79656490
North America (excl. USA),1922,67609410
North America (excl. USA),1923,92968880
North America (excl. USA),1924,76238504
North America (excl. USA),1925,73991050
North America (excl. USA),1926,81722500
North America (excl. USA),1927,87517900
North America (excl. USA),1928,85578744
North America (excl. USA),1929,87168024
North America (excl. USA),1930,83645680
North America (excl. USA),1931,64145970
North America (excl. USA),1932,59987544
North America (excl. USA),1933,59339736
North America (excl. USA),1934,67641220
North America (excl. USA),1935,66365150
North America (excl. USA),1936,72511570
North America (excl. USA),1937,77790230
North America (excl. USA),1938,69641910
North America (excl. USA),1939,76726270
North America (excl. USA),1940,87131144
North America (excl. USA),1941,95993224
North America (excl. USA),1942,107749900
North America (excl. USA),1943,113351510
North America (excl. USA),1944,112111770
North America (excl. USA),1945,102737380
North America (excl. USA),1946,107908424
North America (excl. USA),1947,110787680
North America (excl. USA),1948,120367784
North America (excl. USA),1949,103480664
North America (excl. USA),1950,99048770
North America (excl. USA),1951,99479060
North America (excl. USA),1952,92809480
North America (excl. USA),1953,86054940
North America (excl. USA),1954,82979224
North America (excl. USA),1955,75153070
North America (excl. USA),1956,81499440
North America (excl. USA),1957,68277870
North America (excl. USA),1958,60434810
North America (excl. USA),1959,56961556
North America (excl. USA),1960,53402836
North America (excl. USA),1961,49751750
North America (excl. USA),1962,51015764
North America (excl. USA),1963,51042960
North America (excl. USA),1964,56518820
North America (excl. USA),1965,58594470
North America (excl. USA),1966,57330610
North America (excl. USA),1967,62739496
North America (excl. USA),1968,66663924
North America (excl. USA),1969,65619840
North America (excl. USA),1970,65845748
North America (excl. USA),1971,63540520
North America (excl. USA),1972,70498400
North America (excl. USA),1973,61265724
North America (excl. USA),1974,59825190
North America (excl. USA),1975,72657940
North America (excl. USA),1976,70931110
North America (excl. USA),1977,77797470
North America (excl. USA),1978,85557420
North America (excl. USA),1979,93534610
North America (excl. USA),1980,92097800
North America (excl. USA),1981,92581950
North America (excl. USA),1982,99271790
North America (excl. USA),1983,104574220
North America (excl. USA),1984,113935710
North America (excl. USA),1985,113093020
North America (excl. USA),1986,105310720
North America (excl. USA),1987,111660510
North America (excl. USA),1988,118171330
North America (excl. USA),1989,120432100
North America (excl. USA),1990,115753200
North America (excl. USA),1991,120275550
North America (excl. USA),1992,122450500
North America (excl. USA),1993,117846120
North America (excl. USA),1994,123530480
North America (excl. USA),1995,127337680
North America (excl. USA),1996,132314660
North America (excl. USA),1997,139402910
North America (excl. USA),1998,146620430
North America (excl. USA),1999,146771500
North America (excl. USA),2000,157238750
North America (excl. USA),2001,159041540
North America (excl. USA),2002,161256030
North America (excl. USA),2003,170316200
North America (excl. USA),2004,157488340
North America (excl. USA),2005,166538560
North America (excl. USA),2006,168212740
North America (excl. USA),2007,168200740
North America (excl. USA),2008,157300080
North America (excl. USA),2009,137517010
North America (excl. USA),2010,150514720
North America (excl. USA),2011,147899680
North America (excl. USA),2012,135731020
North America (excl. USA),2013,135832620
North America (excl. USA),2014,133537660
North America (excl. USA),2015,126311920
North America (excl. USA),2016,130466370
North America (excl. USA),2017,129673770
North America (excl. USA),2018,117371100
North America (excl. USA),2019,114520860
North America (excl. USA),2020,95477660
North America (excl. USA),2021,88497550
North America (excl. USA),2022,86023890
North America (excl. USA),2023,88274810
North Korea,1905,13885
North Korea,1909,149260
North Korea,1910,187443
North Korea,1911,222154
North Korea,1912,277693
North Korea,1913,322818
North Korea,1914,461664
North Korea,1915,576212
North Korea,1916,479020
North Korea,1918,472077
North Korea,1919,558856
North Korea,1920,725472
North Korea,1921,781011
North Korea,1922,798366
North Korea,1923,954568
North Korea,1924,1003165
North Korea,1925,1600204
North Korea,1926,1718223
North Korea,1927,1780704
North Korea,1928,2051454.1
North Korea,1929,2356916
North Korea,1930,2221541
North Korea,1931,2353445
North Korea,1932,2773455
North Korea,1933,3269831
North Korea,1934,4245226
North Korea,1935,4897804
North Korea,1936,5737669
North Korea,1937,6112540
North Korea,1938,8594587
North Korea,1939,10656280
North Korea,1940,14429603
North Korea,1941,15477893
North Korea,1942,17210000
North Korea,1943,16560760
North Korea,1944,17720170
North Korea,1948,1403312
North Korea,1949,1780704
North Korea,1950,373728
North Korea,1951,494640
North Korea,1952,516623.97
North Korea,1953,1238432
North Korea,1954,4132490.2
North Korea,1955,6756416
North Korea,1956,8207360.5
North Korea,1957,10332480
North Korea,1958,14388528
North Korea,1959,18224432
North Korea,1960,22060944
North Korea,1961,24449872
North Korea,1962,28333712
North Korea,1963,30319600
North Korea,1964,33140880
North Korea,1965,41945470
North Korea,1966,45261390
North Korea,1967,49830400
North Korea,1968,55897984
North Korea,1969,60485520
North Korea,1970,68996780
North Korea,1971,102980380
North Korea,1972,84697020
North Korea,1973,92109300
North Korea,1974,95586430
North Korea,1975,100613440
North Korea,1976,103181900
North Korea,1977,106600420
North Korea,1978,99261420
North Korea,1979,100082160
North Korea,1980,103181900
North Korea,1981,103079310
North Korea,1982,105325340
North Korea,1983,113334850
North Korea,1984,122264020
North Korea,1985,131321420
North Korea,1986,141925040
North Korea,1987,156742260
North Korea,1988,181708750
North Korea,1989,192151150
North Korea,1990,107776560
North Korea,1991,104549000
North Korea,1992,91032080
North Korea,1993,83469580
North Korea,1994,76786450
North Korea,1995,70334680
North Korea,1996,60404704
North Korea,1997,59290850
North Korea,1998,53487070
North Korea,1999,59877344
North Korea,2000,64174956
North Korea,2001,66106184
North Korea,2002,63020800
North Korea,2003,64530676
North Korea,2004,66065584
North Korea,2005,69795800
North Korea,2006,71572344
North Korea,2007,58495760
North Korea,2008,65193550
North Korea,2009,62735010
North Korea,2010,60393710
North Korea,2011,42751550
North Korea,2012,41759012
North Korea,2013,30854544
North Korea,2014,34632130
North Korea,2015,25706624
North Korea,2016,28300736
North Korea,2017,64134660
North Korea,2018,57455492
North Korea,2019,64175250
North Korea,2020,60327760
North Korea,2021,49200516
North Korea,2022,51156292
North Korea,2023,55673004
North Macedonia,1885,2584
North Macedonia,1890,7752
North Macedonia,1891,9044
North Macedonia,1892,10013
North Macedonia,1893,17765
North Macedonia,1894,33915
North Macedonia,1895,33915
North Macedonia,1896,37791
North Macedonia,1897,29393
North Macedonia,1898,44574
North Macedonia,1899,52003
North Macedonia,1900,70415
North Macedonia,1901,76875
North Macedonia,1902,72030
North Macedonia,1903,78167
North Macedonia,1904,83335
North Macedonia,1905,90441
North Macedonia,1906,108206
North Macedonia,1907,110144
North Macedonia,1908,118542
North Macedonia,1909,121772
North Macedonia,1910,120480
North Macedonia,1911,130493
North Macedonia,1912,133723
North Macedonia,1913,367254
North Macedonia,1919,263247
North Macedonia,1920,349489
North Macedonia,1921,372099
North Macedonia,1922,511134.03
North Macedonia,1923,561108
North Macedonia,1924,575013
North Macedonia,1925,623757
North Macedonia,1926,601708
North Macedonia,1927,677648
North Macedonia,1928,736388
North Macedonia,1929,843416
North Macedonia,1930,770419
North Macedonia,1931,703880
North Macedonia,1932,627940
North Macedonia,1933,580183
North Macedonia,1934,609909
North Macedonia,1935,640522
North Macedonia,1936,622475
North Macedonia,1937,709655
North Macedonia,1938,719450
North Macedonia,1939,758920
North Macedonia,1940,907798
North Macedonia,1943,0
North Macedonia,1944,0
North Macedonia,1945,444254
North Macedonia,1946,871383
North Macedonia,1947,1191972
North Macedonia,1948,1353070
North Macedonia,1949,1540741
North Macedonia,1950,1315652
North Macedonia,1951,1242143
North Macedonia,1952,1286079
North Macedonia,1953,1196472
North Macedonia,1954,1454355
North Macedonia,1955,1691792
North Macedonia,1956,1944858
North Macedonia,1957,2075578.9
North Macedonia,1958,2022917
North Macedonia,1959,2302674
North Macedonia,1960,2472246
North Macedonia,1961,2611734
North Macedonia,1962,2632096
North Macedonia,1963,2891768
North Macedonia,1964,3230013
North Macedonia,1965,3129070
North Macedonia,1966,2923670
North Macedonia,1967,2620711
North Macedonia,1968,2605013
North Macedonia,1969,2576513
North Macedonia,1970,3321906
North Macedonia,1971,3717229
North Macedonia,1972,3515290
North Macedonia,1973,3340954
North Macedonia,1974,3443521
North Macedonia,1975,3725471
North Macedonia,1976,3688834
North Macedonia,1977,3449217
North Macedonia,1978,3498417
North Macedonia,1979,3656637
North Macedonia,1980,3591108
North Macedonia,1981,5240515
North Macedonia,1982,4453975
North Macedonia,1983,5119976
North Macedonia,1984,5728778
North Macedonia,1985,5919840
North Macedonia,1986,5982429
North Macedonia,1987,5917128
North Macedonia,1988,5932609
North Macedonia,1989,6079641
North Macedonia,1990,5829199
North Macedonia,1991,3419045
North Macedonia,1992,5239520
North Macedonia,1993,5255373
North Macedonia,1994,5470352
